VENUE,CATEGORY,TOP_LEVEL_CATEGORY,NEIGHBORHOOD,NEIGHBORHOOD_LAT,NEIGHBORHOOD_LNG
0,Westerly Studio,Art Gallery,Arts & Entertainment,Magnolia Neighborhood,47.63955267,-122.40100699
1,current and furbish,Art Gallery,Arts & Entertainment,Magnolia Neighborhood,47.63955267,-122.40100699
2,Hairmasters,Arcade,Arts & Entertainment,Magnolia Neighborhood,47.63955267,-122.40100699
0,Northwest Tap Connection,Public Art,Arts & Entertainment,Rainier Beach Neighborhood,47.52330612,-122.26998975
0,Seattle Power Tool Races,Racetrack,Arts & Entertainment,Georgetown Neighborhood,47.54792637,-122.31609424
1,Oxbow Seattle,Art Gallery,Arts & Entertainment,Georgetown Neighborhood,47.54792637,-122.31609424
2,Housewright,Art Gallery,Arts & Entertainment,Georgetown Neighborhood,47.54792637,-122.31609424
3,Fantagraphics Bookstore & Gallery,Bookstore,Arts & Entertainment,Georgetown Neighborhood,47.54792637,-122.31609424
4,Bridge Productions,Art Gallery,Arts & Entertainment,Georgetown Neighborhood,47.54792637,-122.31609424
5,"Flip-Flip, Ding-Ding",Arcade,Arts & Entertainment,Georgetown Neighborhood,47.54792637,-122.31609424
6,Hoedemaker Pfeiffer Gallery,Art Gallery,Arts & Entertainment,Georgetown Neighborhood,47.54792637,-122.31609424
7,Interstitual,Art Gallery,Arts & Entertainment,Georgetown Neighborhood,47.54792637,-122.31609424
8,The Alice,Art Gallery,Arts & Entertainment,Georgetown Neighborhood,47.54792637,-122.31609424
9,LxWxH Gallery,Art Gallery,Arts & Entertainment,Georgetown Neighborhood,47.54792637,-122.31609424
10,The Stables,Art Gallery,Arts & Entertainment,Georgetown Neighborhood,47.54792637,-122.31609424
11,LxHxW,Art Gallery,Arts & Entertainment,Georgetown Neighborhood,47.54792637,-122.31609424
12,LWH,Art Gallery,Arts & Entertainment,Georgetown Neighborhood,47.54792637,-122.31609424
13,Artopia,General Entertainment,Arts & Entertainment,Georgetown Neighborhood,47.54792637,-122.31609424
14,Georgetown Tileworks,Art Gallery,Arts & Entertainment,Georgetown Neighborhood,47.54792637,-122.31609424
15,Rung Studio,Art Gallery,Arts & Entertainment,Georgetown Neighborhood,47.54792637,-122.31609424
16,Band Practice,Music Venue,Arts & Entertainment,Georgetown Neighborhood,47.54792637,-122.31609424
17,nautilus studio,Art Gallery,Arts & Entertainment,Georgetown Neighborhood,47.54792637,-122.31609424
0,Columbia City Art Walk,Art Gallery,Arts & Entertainment,Columbia City Neighborhood,47.55784673,-122.28504372
1,Ark Lodge Cinema,Indie Movie Theater,Arts & Entertainment,Columbia City Neighborhood,47.55784673,-122.28504372
2,Columbia City Gallery,Art Gallery,Arts & Entertainment,Columbia City Neighborhood,47.55784673,-122.28504372
3,The Royal Room,Lounge,Arts & Entertainment,Columbia City Neighborhood,47.55784673,-122.28504372
4,Columbia City Theater,Music Venue,Arts & Entertainment,Columbia City Neighborhood,47.55784673,-122.28504372
5,Columbia City Theater Lounge,Bar,Arts & Entertainment,Columbia City Neighborhood,47.55784673,-122.28504372
6,Royal Esquire Club,Dance Studio,Arts & Entertainment,Columbia City Neighborhood,47.55784673,-122.28504372
7,The K Center,Baseball Stadium,Arts & Entertainment,Columbia City Neighborhood,47.55784673,-122.28504372
8,Full Tilt Ice Cream,Ice Cream Shop,Arts & Entertainment,Columbia City Neighborhood,47.55784673,-122.28504372
9,Rainier Valley Historical Society,History Museum,Arts & Entertainment,Columbia City Neighborhood,47.55784673,-122.28504372
10,Sudo -Seattle,Art Gallery,Arts & Entertainment,Columbia City Neighborhood,47.55784673,-122.28504372
11,Polkadot Corner!,Historic Site,Arts & Entertainment,Columbia City Neighborhood,47.55784673,-122.28504372
12,Art In The Alley,Art Gallery,Arts & Entertainment,Columbia City Neighborhood,47.55784673,-122.28504372
13,Spirit of Washington,Art Gallery,Arts & Entertainment,Columbia City Neighborhood,47.55784673,-122.28504372
14,Bohemian Backstreets,General Entertainment,Arts & Entertainment,Columbia City Neighborhood,47.55784673,-122.28504372
15,SPLAB,Performing Arts Venue,Arts & Entertainment,Columbia City Neighborhood,47.55784673,-122.28504372
0,Admiral Theater,Theater,Arts & Entertainment,Admiral Neighborhood,47.58119359,-122.38654756
1,Vidiot,Bar,Arts & Entertainment,Admiral Neighborhood,47.58119359,-122.38654756
2,Art Off Piike Mural Project,Art Gallery,Arts & Entertainment,Admiral Neighborhood,47.58119359,-122.38654756
3,Museum Quality Framing,Art Gallery,Arts & Entertainment,Admiral Neighborhood,47.58119359,-122.38654756
4,The Juggalo Art Palace,Art Gallery,Arts & Entertainment,Admiral Neighborhood,47.58119359,-122.38654756
5,Antique Mall,Art Gallery,Arts & Entertainment,Admiral Neighborhood,47.58119359,-122.38654756
6,Mind Unwind,Art Gallery,Arts & Entertainment,Admiral Neighborhood,47.58119359,-122.38654756
0,Statue of Liberty,Outdoor Sculpture,Arts & Entertainment,Alki Neighborhood,47.57912324,-122.41064962
1,Birthplace of Seattle,Historic Site,Arts & Entertainment,Alki Neighborhood,47.57912324,-122.41064962
2,Log House Museum,History Museum,Arts & Entertainment,Alki Neighborhood,47.57912324,-122.41064962
3,Alki Art Fair,Art Gallery,Arts & Entertainment,Alki Neighborhood,47.57912324,-122.41064962
4,Alki Beach Art gallery,Art Gallery,Arts & Entertainment,Alki Neighborhood,47.57912324,-122.41064962
5,Alki Arts,Art Gallery,Arts & Entertainment,Alki Neighborhood,47.57912324,-122.41064962
6,Psycho Cinemas,Movie Theater,Arts & Entertainment,Alki Neighborhood,47.57912324,-122.41064962
0,Climbing Dragon Statue,Outdoor Sculpture,Arts & Entertainment,International District,47.59918894,-122.32505713
1,KOBO,Art Gallery,Arts & Entertainment,International District,47.59918894,-122.32505713
2,Massive Monkees studios: The Beacon,Dance Studio,Arts & Entertainment,International District,47.59918894,-122.32505713
3,Wing Luke Museum of the Asian Pacific American Experience,History Museum,Arts & Entertainment,International District,47.59918894,-122.32505713
4,Bing Kung Assn,Historic Site,Arts & Entertainment,International District,47.59918894,-122.32505713
5,Mission Escapes,General Entertainment,Arts & Entertainment,International District,47.59918894,-122.32505713
6,Japanese Street Fair,General Entertainment,Arts & Entertainment,International District,47.59918894,-122.32505713
7,Theatre Off Jackson,Performing Arts Venue,Arts & Entertainment,International District,47.59918894,-122.32505713
8,Historic Chinatown Gate,Historic Site,Arts & Entertainment,International District,47.59918894,-122.32505713
9,Union Cultural Center (UCC),Dance Studio,Arts & Entertainment,International District,47.59918894,-122.32505713
10,Cascadia,Outdoor Sculpture,Arts & Entertainment,International District,47.59918894,-122.32505713
11,Seattle Pinball Museum,Museum,Arts & Entertainment,International District,47.59918894,-122.32505713
12,Bryan Ohno Gallery,Art Gallery,Arts & Entertainment,International District,47.59918894,-122.32505713
13,QT Aquarium,Aquarium,Arts & Entertainment,International District,47.59918894,-122.32505713
14,Wah Mee Club,Speakeasy,Arts & Entertainment,International District,47.59918894,-122.32505713
15,STIFF HQ,General Entertainment,Arts & Entertainment,International District,47.59918894,-122.32505713
16,Derek Erdman's International House Of Paintings,Art Gallery,Arts & Entertainment,International District,47.59918894,-122.32505713
17,Nihonmachi Nite #2,Indie Movie Theater,Arts & Entertainment,International District,47.59918894,-122.32505713
18,Chinese Grand Pavilion,Art Gallery,Arts & Entertainment,International District,47.59918894,-122.32505713
19,William McKinley High School,Theater,Arts & Entertainment,International District,47.59918894,-122.32505713
20,"Heaven, Man, Earth",Art Gallery,Arts & Entertainment,International District,47.59918894,-122.32505713
21,Cullom Gallery,Art Gallery,Arts & Entertainment,International District,47.59918894,-122.32505713
22,king street supply,Public Art,Arts & Entertainment,International District,47.59918894,-122.32505713
23,Behind The Eye Design Studio,Art Gallery,Arts & Entertainment,International District,47.59918894,-122.32505713
24,Prole Drift,Art Gallery,Arts & Entertainment,International District,47.59918894,-122.32505713
25,Pat Graney Company,Dance Studio,Arts & Entertainment,International District,47.59918894,-122.32505713
26,Chinatown Community Bulletin Board,Historic Site,Arts & Entertainment,International District,47.59918894,-122.32505713
27,Wahmee Massacre,Historic Site,Arts & Entertainment,International District,47.59918894,-122.32505713
28,Nippon Kan Theater,Concert Hall,Arts & Entertainment,International District,47.59918894,-122.32505713
29,Chinatown Discovery Tours,Tour Provider,Arts & Entertainment,International District,47.59918894,-122.32505713
30,Creative Pod,Performing Arts Venue,Arts & Entertainment,International District,47.59918894,-122.32505713
0,Gene Juarez Academy North,Salon / Barbershop,College & University,Northgate Neighborhood,47.70859338,-122.32327578
0,Gamma Squad,Sorority House,College & University,Lake City Neighborhood,47.71927766,-122.29522754
0,University Bookstore,College Bookstore,College & University,University District,47.66126761,-122.31313279
1,Washington Commons,Student Center,College & University,University District,47.66126761,-122.31313279
2,Kaplan International Center,High School,College & University,University District,47.66126761,-122.31313279
3,UW Tower,College Administrative Building,College & University,University District,47.66126761,-122.31313279
4,UW Tower Mezzanine,College Administrative Building,College & University,University District,47.66126761,-122.31313279
5,University of Washington Law School,Law School,College & University,University District,47.66126761,-122.31313279
6,Tech Policy Lab,College Lab,College & University,University District,47.66126761,-122.31313279
7,UW: 4545 Building,College Administrative Building,College & University,University District,47.66126761,-122.31313279
8,The W sign,University,College & University,University District,47.66126761,-122.31313279
9,University District Building,College Administrative Building,College & University,University District,47.66126761,-122.31313279
10,UW: OAG,College Administrative Building,College & University,University District,47.66126761,-122.31313279
11,iSchool Research Commons,College Lab,College & University,University District,47.66126761,-122.31313279
12,Room 133 - William H Gates Hall - Universiry of Washington,College Classroom,College & University,University District,47.66126761,-122.31313279
13,UW Alumni Commons,College Administrative Building,College & University,University District,47.66126761,-122.31313279
14,Gamma Phi Beta,Sorority House,College & University,University District,47.66126761,-122.31313279
15,UW Professional & Continuing Education,College Administrative Building,College & University,University District,47.66126761,-122.31313279
16,UW IT Academic and Collaborative Applications,College Technology Building,College & University,University District,47.66126761,-122.31313279
17,Burke Museum classroom,College Classroom,College & University,University District,47.66126761,-122.31313279
18,Center for Genomics and Healthcare Equality,University,College & University,University District,47.66126761,-122.31313279
19,PACCAR Hall Team Room 368,College Academic Building,College & University,University District,47.66126761,-122.31313279
20,Pat's Krib,Fraternity House,College & University,University District,47.66126761,-122.31313279
21,Office of Sponsored Programs,College Administrative Building,College & University,University District,47.66126761,-122.31313279
22,IRIS Data Management Center,College Lab,College & University,University District,47.66126761,-122.31313279
23,UW Alumni Association,College Administrative Building,College & University,University District,47.66126761,-122.31313279
24,Parallels@UWthanx,College & University,College & University,University District,47.66126761,-122.31313279
25,UW: Tower Boardroom,College Administrative Building,College & University,University District,47.66126761,-122.31313279
26,Cafe DMO,College Cafeteria,College & University,University District,47.66126761,-122.31313279
27,University of Washington Dining Halls,College Cafeteria,College & University,University District,47.66126761,-122.31313279
28,UW Tower Cafeteria,College Cafeteria,College & University,University District,47.66126761,-122.31313279
29,Museology Student Center,Student Center,College & University,University District,47.66126761,-122.31313279
30,UW Tower Visitor's Dining Room,General College & University,College & University,University District,47.66126761,-122.31313279
31,Child Learning and Care Center,College Academic Building,College & University,University District,47.66126761,-122.31313279
32,Law School Business Office,College Administrative Building,College & University,University District,47.66126761,-122.31313279
33,45th St Plaza Building,General College & University,College & University,University District,47.66126761,-122.31313279
34,Kappa Alpha Theta,Sorority House,College & University,University District,47.66126761,-122.31313279
35,LIFE Center,College Academic Building,College & University,University District,47.66126761,-122.31313279
36,Kaplan Test Prep,General College & University,College & University,University District,47.66126761,-122.31313279
37,UW Tower Data Center,College Administrative Building,College & University,University District,47.66126761,-122.31313279
38,Phi Gamma Delta,Fraternity House,College & University,University District,47.66126761,-122.31313279
39,Sigma Alpha Epsilon - University Of Washington,Fraternity House,College & University,University District,47.66126761,-122.31313279
40,LIFE - ISME,University,College & University,University District,47.66126761,-122.31313279
41,Theta Chi Fraternity,Fraternity House,College & University,University District,47.66126761,-122.31313279
42,Washington Transportation Center,College Administrative Building,College & University,University District,47.66126761,-122.31313279
0,Kids Science Lab,College Classroom,College & University,Green Lake Neighborhood,47.67949043,-122.32584595
1,Always Running,College Gym,College & University,Green Lake Neighborhood,47.67949043,-122.32584595
0,Seattle Gaming Academy,Trade School,College & University,Greenwood Neighborhood,47.69059336,-122.35530169
1,Quantah A&C,College Classroom,College & University,Greenwood Neighborhood,47.69059336,-122.35530169
0,Landmark Worldwide,College Classroom,College & University,Fremont Neighborhood,47.64958774,-122.34974947
0,Cornish Scene Shop,College Lab,College & University,Queen Anne Neighborhood,47.62458195,-122.35671023
1,Phinneas Lab & Lounge,College Library,College & University,Queen Anne Neighborhood,47.62458195,-122.35671023
0,Seattle Central College,Community College,College & University,Capitol Hill Neighborhood,47.61523365,-122.32079886
1,SCCC International Student Center,Student Center,College & University,Capitol Hill Neighborhood,47.61523365,-122.32079886
2,Broadway Edison Building,Community College,College & University,Capitol Hill Neighborhood,47.61523365,-122.32079886
3,Seattle Central Community College Fine Arts Bldg,College Arts Building,College & University,Capitol Hill Neighborhood,47.61523365,-122.32079886
4,SCCC Fine Arts Building,College Arts Building,College & University,Capitol Hill Neighborhood,47.61523365,-122.32079886
5,Charles H. Mitchell Activity Center,College Gym,College & University,Capitol Hill Neighborhood,47.61523365,-122.32079886
6,The 5th Floor // Seattle Central Creative Academy,College Arts Building,College & University,Capitol Hill Neighborhood,47.61523365,-122.32079886
7,Seattle Central BE Building,Community College,College & University,Capitol Hill Neighborhood,47.61523365,-122.32079886
8,Seattle Central CC Gym,College Gym,College & University,Capitol Hill Neighborhood,47.61523365,-122.32079886
9,SCCC Disability Support Services,Student Center,College & University,Capitol Hill Neighborhood,47.61523365,-122.32079886
10,The Atrium - SCCC,College Quad,College & University,Capitol Hill Neighborhood,47.61523365,-122.32079886
11,Science and Mathematics Bldg,Community College,College & University,Capitol Hill Neighborhood,47.61523365,-122.32079886
12,Seattle Central Community SAM (Science & Math) Building,College Math Building,College & University,Capitol Hill Neighborhood,47.61523365,-122.32079886
13,Seattle Culinary Academy,General College & University,College & University,Capitol Hill Neighborhood,47.61523365,-122.32079886
14,Seattle Central Community College - Student Event Center,College Auditorium,College & University,Capitol Hill Neighborhood,47.61523365,-122.32079886
15,Seattle Central Community College Student Leadership,Student Center,College & University,Capitol Hill Neighborhood,47.61523365,-122.32079886
16,Seattle Central Advising Office,College Administrative Building,College & University,Capitol Hill Neighborhood,47.61523365,-122.32079886
17,Seattle Central Community College @ The Grass,College Quad,College & University,Capitol Hill Neighborhood,47.61523365,-122.32079886
18,SCCC Apparel Design,College Classroom,College & University,Capitol Hill Neighborhood,47.61523365,-122.32079886
19,SCCC Bookstore,College Bookstore,College & University,Capitol Hill Neighborhood,47.61523365,-122.32079886
20,Seattle Central Community College SAM201,College Classroom,College & University,Capitol Hill Neighborhood,47.61523365,-122.32079886
21,Seattle Central BE #4184,College Classroom,College & University,Capitol Hill Neighborhood,47.61523365,-122.32079886
